userId	geneSymbol	geneName	entrezgene	score	gLink
AAAS	AAAS	aladin WD repeat nucleoporin	8086	-0.03488549811024076	https://www.ncbi.nlm.nih.gov/gene/?term=8086
AACS	AACS	acetoacetyl-CoA synthetase	65985	-0.026375395002759955	https://www.ncbi.nlm.nih.gov/gene/?term=65985
AADAC	AADAC	arylacetamide deacetylase	13	-0.08381642665748532	https://www.ncbi.nlm.nih.gov/gene/?term=13
AAK1	AAK1	AP2 associated kinase 1	22848	-0.06086488290221777	https://www.ncbi.nlm.nih.gov/gene/?term=22848
AAMP	AAMP	angio associated migratory cell protein	14	-0.036369977169186454	https://www.ncbi.nlm.nih.gov/gene/?term=14
AARS	AARS	alanyl-tRNA synthetase	16	-0.04733969992300832	https://www.ncbi.nlm.nih.gov/gene/?term=16
AASDHPPT	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	60496	-0.029325898203259735	https://www.ncbi.nlm.nih.gov/gene/?term=60496
AASS	AASS	aminoadipate-semialdehyde synthase	10157	-0.061129488349727076	https://www.ncbi.nlm.nih.gov/gene/?term=10157
AATF	AATF	apoptosis antagonizing transcription factor	26574	-0.03649249950423589	https://www.ncbi.nlm.nih.gov/gene/?term=26574
AATK	AATK	apoptosis associated tyrosine kinase	9625	0.1414367604519662	https://www.ncbi.nlm.nih.gov/gene/?term=9625
ABAT	ABAT	4-aminobutyrate aminotransferase	18	-0.02566998271479486	https://www.ncbi.nlm.nih.gov/gene/?term=18
ABCA1	ABCA1	ATP binding cassette subfamily A member 1	19	-0.08798902569439417	https://www.ncbi.nlm.nih.gov/gene/?term=19
ABCA3	ABCA3	ATP binding cassette subfamily A member 3	21	-0.06411794782109453	https://www.ncbi.nlm.nih.gov/gene/?term=21
ABCA5	ABCA5	ATP binding cassette subfamily A member 5	23461	-0.05425803041169197	https://www.ncbi.nlm.nih.gov/gene/?term=23461
ABCB6	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	10058	-0.03668420062946086	https://www.ncbi.nlm.nih.gov/gene/?term=10058
ABCB8	ABCB8	ATP binding cassette subfamily B member 8	11194	-0.05754801744107239	https://www.ncbi.nlm.nih.gov/gene/?term=11194
ABCB9	ABCB9	ATP binding cassette subfamily B member 9	23457	-0.04994697590284203	https://www.ncbi.nlm.nih.gov/gene/?term=23457
ABCC3	ABCC3	ATP binding cassette subfamily C member 3	8714	-0.02046576961090207	https://www.ncbi.nlm.nih.gov/gene/?term=8714
